	 Testing Card: salvager 
    #####:  387:  for (k = 0; k < 5; k++){
branch  0 never executed
branch  1 never executed
    #####:  388:    drawCard(state->whoseTurn, state);//Draw a card
call    0 never executed
        -:  389:  }
        -:  390:
        -:  391:  //Update money
    #####:  392:  updateCoins(state->whoseTurn, state , 0);
call    0 never executed
        -:  393:
    #####:  394:  return 0;
        -:  395:}
        -:  396:
function isGameOver called 0 returned 0% blocks executed 0%
    #####:  397:int isGameOver(struct gameState *state) {
        -:  398:  int i;
        -:  399:  int j;
        -:  400:	
        -:  401:  //if stack of Province cards is empty, the game ends
    #####:  402:  if (state->supplyCount[province] == 0)
branch  0 never executed
branch  1 never executed
        -:  403:    {
    #####:  404:      return 1;
        -:  405:    }
        -:  406:
        -:  407:  //if three supply pile are at 0, the game ends
    #####:  408:  j = 0;
    #####:  409:  for (i = 0; i < 25; i++)
branch  0 never executed
branch  1 never executed
        -:  410:    {
    #####:  411:      if (state->supplyCount[i] == 0)
branch  0 never executed
branch  1 never executed
        -:  412:	{
    #####:  413:	  j++;
        -:  414:	}
        -:  415:    }
    #####:  416:  if ( j >= 3)
branch  0 never executed
branch  1 never executed
        -:  417:    {
    #####:  418:      return 1;
        -:  419:    }
        -:  420:
    #####:  421:  return 0;
        -:  422:}
        -:  423:
function scoreFor called 0 returned 0% blocks executed 0%
    #####:  424:int scoreFor (int player, struct gameState *state) {
        -:  425:
        -:  426:  int i;
    #####:  427:  int score = 0;
        -:  428:  //score from hand
    #####:  429:  for (i = 0; i < state->handCount[player]; i++)
branch  0 never executed
branch  1 never executed
        -:  430:    {
    #####:  431:      if (state->hand[player][i] == curse) { score = score - 1; };
branch  0 never executed
branch  1 never executed
    #####:  432:      if (state->hand[player][i] == estate) { score = score + 1; };
branch  0 never executed
branch  1 never executed
    #####:  433:      if (state->hand[player][i] == duchy) { score = score + 3; };
branch  0 never executed
branch  1 never executed
    #####:  434:      if (state->hand[player][i] == province) { score = score + 6; };
branch  0 never executed
branch  1 never executed
    #####:  435:      if (state->hand[player][i] == great_hall) { score = score + 1; };
branch  0 never executed
branch  1 never executed
    #####:  436:      if (state->hand[player][i] == gardens) { score = score + ( fullDeckCount(player, 0, state) / 10 ); };
branch  0 never executed
branch  1 never executed
call    2 never executed
        -:  437:    }
        -:  438:
        -:  439:  //score from discard
    #####:  440:  for (i = 0; i < state->discardCount[player]; i++)
branch  0 never executed
branch  1 never executed
        -:  441:    {
    #####:  442:      if (state->discard[player][i] == curse) { score = score - 1; };
branch  0 never executed
branch  1 never executed
    #####:  443:      if (state->discard[player][i] == estate) { score = score + 1; };
branch  0 never executed
branch  1 never executed
    #####:  444:      if (state->discard[player][i] == duchy) { score = score + 3; };
branch  0 never executed
branch  1 never executed
    #####:  445:      if (state->discard[player][i] == province) { score = score + 6; };
branch  0 never executed
branch  1 never executed
    #####:  446:      if (state->discard[player][i] == great_hall) { score = score + 1; };
branch  0 never executed
branch  1 never executed
    #####:  447:      if (state->discard[player][i] == gardens) { score = score + ( fullDeckCount(player, 0, state) / 10 ); };
branch  0 never executed
branch  1 never executed
call    2 never executed
        -:  448:    }
        -:  449:
        -:  450:  //score from deck
    #####:  451:  for (i = 0; i < state->discardCount[player]; i++)
branch  0 never executed
branch  1 never executed
        -:  452:    {
    #####:  453:      if (state->deck[player][i] == curse) { score = score - 1; };
branch  0 never executed
branch  1 never executed
    #####:  454:      if (state->deck[player][i] == estate) { score = score + 1; };
branch  0 never executed
branch  1 never executed
    #####:  455:      if (state->deck[player][i] == duchy) { score = score + 3; };
branch  0 never executed
branch  1 never executed
    #####:  456:      if (state->deck[player][i] == province) { score = score + 6; };
branch  0 never executed
branch  1 never executed
    #####:  457:      if (state->deck[player][i] == great_hall) { score = score + 1; };
branch  0 never executed
branch  1 never executed
    #####:  458:      if (state->deck[player][i] == gardens) { score = score + ( fullDeckCount(player, 0, state) / 10 ); };
branch  0 never executed
branch  1 never executed
call    2 never executed
        -:  459:    }
        -:  460:
    #####:  461:  return score;
        -:  462:}
        -:  463:
function getWinners called 0 returned 0% blocks executed 0%
    #####:  464:int getWinners(int players[MAX_PLAYERS], struct gameState *state) {
        -:  465:  int i;	
        -:  466:  int j;
        -:  467:  int highScore;
        -:  468:  int currentPlayer;
        -:  469:
        -:  470:  //get score for each player
    #####:  471:  for (i = 0; i < MAX_PLAYERS; i++)
branch  0 never executed
branch  1 never executed
        -:  472:    {
        -:  473:      //set unused player scores to -9999
    #####:  474:      if (i >= state->numPlayers)
branch  0 never executed
branch  1 never executed
        -:  475:	{
    #####:  476:	  players[i] = -9999;
        -:  477:	}
        -:  478:      else
        -:  479:	{
    #####:  480:	  players[i] = scoreFor (i, state);
call    0 never executed
        -:  481:	}
        -:  482:    }
        -:  483:
        -:  484:  //find highest score
    #####:  485:  j = 0;
    #####:  486:  for (i = 0; i < MAX_PLAYERS; i++)
branch  0 never executed
branch  1 never executed
        -:  487:    {
    #####:  488:      if (players[i] > players[j])
branch  0 never executed
branch  1 never executed
        -:  489:	{
    #####:  490:	  j = i;
        -:  491:	}
        -:  492:    }
    #####:  493:  highScore = players[j];
        -:  494:
        -:  495:  //add 1 to players who had less turns
    #####:  496:  currentPlayer = whoseTurn(state);
call    0 never executed
    #####:  497:  for (i = 0; i < MAX_PLAYERS; i++)
branch  0 never executed
branch  1 never executed
        -:  498:    {
    #####:  499:      if ( players[i] == highScore && i > currentPlayer )
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
        -:  500:	{
    #####:  501:	  players[i]++;
        -:  502:	}
        -:  503:    }
        -:  504:
        -:  505:  //find new highest score
    #####:  506:  j = 0;
    #####:  507:  for (i = 0; i < MAX_PLAYERS; i++)
branch  0 never executed
branch  1 never executed
        -:  508:    {
    #####:  509:      if ( players[i] > players[j] )
branch  0 never executed
branch  1 never executed
        -:  510:	{
    #####:  511:	  j = i;
        -:  512:	}
        -:  513:    }
    #####:  514:  highScore = players[j];
        -:  515:
        -:  516:  //set winners in array to 1 and rest to 0
    #####:  517:  for (i = 0; i < MAX_PLAYERS; i++)
branch  0 never executed
branch  1 never executed
        -:  518:    {
    #####:  519:      if ( players[i] == highScore )
branch  0 never executed
branch  1 never executed
        -:  520:	{
    #####:  521:	  players[i] = 1;
        -:  522:	}
        -:  523:      else
        -:  524:	{
    #####:  525:	  players[i] = 0;
        -:  526:	}
        -:  527:    }
        -:  528:
    #####:  529:  return 0;
        -:  530:}
        -:  531:
function drawCard called 36716 returned 100% blocks executed 92%
    36716:  532:int drawCard(int player, struct gameState *state)
        -:  533:{	int count;
        -:  534:  int deckCounter;
    36716:  535:  if (state->deckCount[player] <= 0){//Deck is empty
branch  0 taken 1% (fallthrough)
branch  1 taken 99%
        -:  536:    
        -:  537:    //Step 1 Shuffle the discard pile back into a deck
        -:  538:    int i;
        -:  539:    //Move discard to deck
     4768:  540:    for (i = 0; i < state->discardCount[player];i++){
branch  0 taken 99%
branch  1 taken 1% (fallthrough)
     4752:  541:      state->deck[player][i] = state->discard[player][i];
     4752:  542:      state->discard[player][i] = -1;
        -:  543:    }
        -:  544:
       16:  545:    state->deckCount[player] = state->discardCount[player];
       16:  546:    state->discardCount[player] = 0;//Reset discard
        -:  547:
        -:  548:    //Shufffle the deck
       16:  549:    shuffle(player, state);//Shuffle the deck up and make it so that we can draw
call    0 returned 100%
        -:  550:   
        -:  551:    if (DEBUG){//Debug statements
        -:  552:      printf("Deck count now: %d\n", state->deckCount[player]);
        -:  553:    }
        -:  554:    
       16:  555:    state->discardCount[player] = 0;
        -:  556:
        -:  557:    //Step 2 Draw Card
       16:  558:    count = state->handCount[player];//Get current player's hand count
        -:  559:    
        -:  560:    if (DEBUG){//Debug statements
        -:  561:      printf("Current hand count: %d\n", count);
        -:  562:    }
        -:  563:    
       16:  564:    deckCounter = state->deckCount[player];//Create a holder for the deck count
        -:  565:
       16:  566:    if (deckCounter == 0)
branch  0 taken 0% (fallthrough)
branch  1 taken 100%
    #####:  567:      return -1;
        -:  568:
       16:  569:    state->hand[player][count] = state->deck[player][deckCounter - 1];//Add card to hand
       16:  570:    state->deckCount[player]--;
       16:  571:    state->handCount[player]++;//Increment hand count
        -:  572:  }
        -:  573:
        -:  574:  else{
    36700:  575:    int count = state->handCount[player];//Get current hand count for player
        -:  576:    int deckCounter;
        -:  577:    if (DEBUG){//Debug statements
        -:  578:      printf("Current hand count: %d\n", count);
        -:  579:    }
        -:  580:
    36700:  581:    deckCounter = state->deckCount[player];//Create holder for the deck count
    36700:  582:    state->hand[player][count] = state->deck[player][deckCounter - 1];//Add card to the hand
    36700:  583:    state->deckCount[player]--;
    36700:  584:    state->handCount[player]++;//Increment hand count
        -:  585:  }
        -:  586:
    36716:  587:  return 0;
        -:  588:}
        -:  589:
function getCost called 10000 returned 100% blocks executed 93%
    10000:  590:int getCost(int cardNumber)
        -:  591:{
    10000:  592:  switch( cardNumber ) 
branch  0 taken 4%
branch  1 taken 4%
branch  2 taken 3%
branch  3 taken 4%
branch  4 taken 4%
branch  5 taken 4%
branch  6 taken 4%
branch  7 taken 4%
branch  8 taken 4%
branch  9 taken 4%
branch 10 taken 4%
branch 11 taken 4%
branch 12 taken 3%
branch 13 taken 4%
branch 14 taken 4%
branch 15 taken 4%
branch 16 taken 4%
branch 17 taken 4%
branch 18 taken 4%
branch 19 taken 4%
branch 20 taken 4%
branch 21 taken 4%
branch 22 taken 4%
branch 23 taken 3%
branch 24 taken 4%
branch 25 taken 4%
branch 26 taken 0%
branch 27 taken 0%
        -:  593:    {
        -:  594:    case curse:
      414:  595:      return 0;
        -:  596:    case estate:
      358:  597:      return 2;
        -:  598:    case duchy:
      336:  599:      return 5;
        -:  600:    case province:
      368:  601:      return 8;
        -:  602:    case copper:
      350:  603:      return 0;
        -:  604:    case silver:
      366:  605:      return 3;
        -:  606:    case gold:
      406:  607:      return 6;
        -:  608:    case adventurer:
      390:  609:      return 6;
        -:  610:    case council_room:
      444:  611:      return 5;
        -:  612:    case feast:
      410:  613:      return 4;
        -:  614:    case gardens:
      392:  615:      return 4;
        -:  616:    case mine:
      384:  617:      return 5;
        -:  618:    case remodel:
      348:  619:      return 4;
        -:  620:    case smithy:
      378:  621:      return 4;
        -:  622:    case village:
      384:  623:      return 3;
        -:  624:    case baron:
      356:  625:      return 4;
        -:  626:    case great_hall:
      418:  627:      return 3;
        -:  628:    case minion:
      430:  629:      return 5;
        -:  630:    case steward:
      386:  631:      return 3;
        -:  632:    case tribute:
      436:  633:      return 5;
        -:  634:    case ambassador:
      364:  635:      return 3;
        -:  636:    case cutpurse:
      372:  637:      return 4;
        -:  638:    case embargo: 
      392:  639:      return 2;
        -:  640:    case outpost:
      338:  641:      return 5;
        -:  642:    case salvager:
      384:  643:      return 4;
        -:  644:    case sea_hag:
      396:  645:      return 4;
        -:  646:    case treasure_map:
    #####:  647:      return 4;
        -:  648:    }
        -:  649:	
    #####:  650:  return -1;
        -:  651:}
        -:  652:
function cardEffect called 7400 returned 100% blocks executed 8%
     7400:  653:int cardEffect(int card, int choice1, int choice2, int choice3, struct gameState *state, int handPos, int *bonus)
        -:  654:{
        -:  655:  int i;
        -:  656:  int j;
        -:  657:  int k;
        -:  658:  int x;
        -:  659:  int index;
     7400:  660:  int currentPlayer = whoseTurn(state);
call    0 returned 100%
     7400:  661:  int nextPlayer = currentPlayer + 1;
        -:  662:
     7400:  663:  int tributeRevealedCards[2] = {-1, -1};
        -:  664:  int temphand[MAX_HAND];// moved above the if statement
     7400:  665:  int drawntreasure=0;
        -:  666:  int cardDrawn;
     7400:  667:  int z = 0;// this is the counter for the temp hand
     7400:  668:  if (nextPlayer > (state->numPlayers - 1)){
branch  0 taken 0% (fallthrough)
branch  1 taken 100%
    #####:  669:    nextPlayer = 0;
        -:  670:  }
        -:  671:  
        -:  672:
        -:  673:
     7400:  674:	if (card == adventurer) {
branch  0 taken 32% (fallthrough)
branch  1 taken 68%
     2400:  675:		_cardAdventurer(currentPlayer, state, drawntreasure, handPos, 0);
call    0 returned 100%
     5000:  676:	} else if (card == smithy) {
branch  0 taken 0% (fallthrough)
branch  1 taken 100%
    #####:  677:		_cardSmithy(currentPlayer, state, handPos, 0);
call    0 never executed
     5000:  678:	} else if (card == village) {
branch  0 taken 0% (fallthrough)
branch  1 taken 100%
    #####:  679:		_cardVillage(currentPlayer, state, handPos, 0);
call    0 never executed
     5000:  680:	} else if (card == steward) {
branch  0 taken 0% (fallthrough)
branch  1 taken 100%
    #####:  681:		_cardSteward(currentPlayer, state, handPos, 0, choice1, choice2, choice3);
call    0 never executed
     5000:  682:	} else if (card == sea_hag) {
branch  0 taken 0% (fallthrough)
branch  1 taken 100%
    #####:  683:		_cardSeaHag(currentPlayer, state);
call    0 never executed
        -:  684:	}
        -:  685:	
        -:  686:  //uses switch to select card and perform actions
     7400:  687:  switch( card ) 
branch  0 taken 0%
branch  1 taken 0%
branch  2 taken 0%
branch  3 taken 0%
branch  4 taken 0%
branch  5 taken 0%
branch  6 taken 0%
branch  7 taken 0%
branch  8 taken 0%
branch  9 taken 0%
branch 10 taken 0%
branch 11 taken 0%
branch 12 taken 0%
branch 13 taken 68%
branch 14 taken 0%
branch 15 taken 32%
        -:  688:    {
        -:  689:/*
        -:  690:    case adventurer:
        -:  691:      while(drawntreasure<2){
        -:  692:	if (state->deckCount[currentPlayer] <1){//if the deck is empty we need to shuffle discard and add to deck
        -:  693:	  shuffle(currentPlayer, state);
        -:  694:	}
        -:  695:	drawCard(currentPlayer, state);
        -:  696:	cardDrawn = state->hand[currentPlayer][state->handCount[currentPlayer]-1];//top card of hand is most recently drawn card.
        -:  697:	if (cardDrawn == copper || cardDrawn == silver || cardDrawn == gold)
        -:  698:	  drawntreasure++;
        -:  699:	else{
        -:  700:	  temphand[z]=cardDrawn;
        -:  701:	  state->handCount[currentPlayer]--; //this should just remove the top card (the most recently drawn one).
        -:  702:	  z++;
        -:  703:	}
        -:  704:      }
        -:  705:      while(z-1>=0){
        -:  706:	state->discard[currentPlayer][state->discardCount[currentPlayer]++]=temphand[z-1]; // discard all cards in play that have been drawn
        -:  707:	z=z-1;
        -:  708:      }
        -:  709:      return 0;
        -:  710:*/			
        -:  711:    case council_room:
        -:  712:      //+4 Cards
    #####:  713:      for (i = 0; i < 4; i++)
branch  0 never executed
branch  1 never executed
        -:  714:	{
    #####:  715:	  drawCard(currentPlayer, state);
call    0 never executed
        -:  716:	}
        -:  717:			
        -:  718:      //+1 Buy
    #####:  719:      state->numBuys++;
        -:  720:			
        -:  721:      //Each other player draws a card
    #####:  722:      for (i = 0; i < state->numPlayers; i++)
branch  0 never executed
branch  1 never executed
        -:  723:	{
    #####:  724:	  if ( i != currentPlayer )
branch  0 never executed
branch  1 never executed
        -:  725:	    {
    #####:  726:	      drawCard(i, state);
call    0 never executed
        -:  727:	    }
        -:  728:	}
        -:  729:			
        -:  730:      //put played card in played card pile
    #####:  731:      discardCard(handPos, currentPlayer, state, 0);
call    0 never executed
        -:  732:			
    #####:  733:      return 0;
        -:  734:			
        -:  735:    case feast:
        -:  736:      //gain card with cost up to 5
        -:  737:      //Backup hand
    #####:  738:      for (i = 0; i <= state->handCount[currentPlayer]; i++){
branch  0 never executed
branch  1 never executed
    #####:  739:	temphand[i] = state->hand[currentPlayer][i];//Backup card
    #####:  740:	state->hand[currentPlayer][i] = -1;//Set to nothing
        -:  741:      }
        -:  742:      //Backup hand
        -:  743:
        -:  744:      //Update Coins for Buy
    #####:  745:      updateCoins(currentPlayer, state, 5);
call    0 never executed
    #####:  746:      x = 1;//Condition to loop on
    #####:  747:      while( x == 1) {//Buy one card
branch  0 never executed
branch  1 never executed
    #####:  748:	if (supplyCount(choice1, state) <= 0){
call    0 never executed
branch  1 never executed
branch  2 never executed
        -:  749:	  if (DEBUG)
        -:  750:	    printf("None of that card left, sorry!\n");
        -:  751:
        -:  752:	  if (DEBUG){
        -:  753:	    printf("Cards Left: %d\n", supplyCount(choice1, state));
        -:  754:	  }
        -:  755:	}
    #####:  756:	else if (state->coins < getCost(choice1)){
call    0 never executed
branch  1 never executed
branch  2 never executed
    #####:  757:	  printf("That card is too expensive!\n");
call    0 never executed
        -:  758:
        -:  759:	  if (DEBUG){
        -:  760:	    printf("Coins: %d < %d\n", state->coins, getCost(choice1));
        -:  761:	  }
        -:  762:	}
        -:  763:	else{
        -:  764:
        -:  765:	  if (DEBUG){
        -:  766:	    printf("Deck Count: %d\n", state->handCount[currentPlayer] + state->deckCount[currentPlayer] + state->discardCount[currentPlayer]);
        -:  767:	  }
        -:  768:
    #####:  769:	  gainCard(choice1, state, 0, currentPlayer);//Gain the card
call    0 never executed
    #####:  770:	  x = 0;//No more buying cards
        -:  771:
        -:  772:	  if (DEBUG){
        -:  773:	    printf("Deck Count: %d\n", state->handCount[currentPlayer] + state->deckCount[currentPlayer] + state->discardCount[currentPlayer]);
        -:  774:	  }
        -:  775:
        -:  776:	}
        -:  777:      }     
        -:  778:
        -:  779:      //Reset Hand
    #####:  780:      for (i = 0; i <= state->handCount[currentPlayer]; i++){
branch  0 never executed
branch  1 never executed
    #####:  781:	state->hand[currentPlayer][i] = temphand[i];
    #####:  782:	temphand[i] = -1;
        -:  783:      }
        -:  784:      //Reset Hand
        -:  785:      			
    #####:  786:      return 0;
        -:  787:			
        -:  788:    case gardens:
    #####:  789:      return -1;
        -:  790:			
        -:  791:    case mine:
    #####:  792:      j = state->hand[currentPlayer][choice1];  //store card we will trash
        -:  793:
    #####:  794:      if (state->hand[currentPlayer][choice1] < copper || state->hand[currentPlayer][choice1] > gold)
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
        -:  795:	{
    #####:  796:	  return -1;
        -:  797:	}
        -:  798:		
    #####:  799:      if (choice2 > treasure_map || choice2 < curse)
branch  0 never executed
branch  1 never executed
branch  2 never executed
branch  3 never executed
        -:  800:	{
    #####:  801:	  return -1;
        -:  802:	}
        -:  803:
    #####:  804:      if ( (getCost(state->hand[currentPlayer][choice1]) + 3) > getCost(choice2) )
call    0 never executed
call    1 never executed
branch  2 never executed
branch  3 never executed
        -:  805:	{
    #####:  806:	  return -1;
        -:  807:	}
        -:  808:
    #####:  809:      gainCard(choice2, state, 2, currentPlayer);
call    0 never executed
        -:  810:
        -:  811:      //discard card from hand
    #####:  812:      discardCard(handPos, currentPlayer, state, 0);
call    0 never executed
        -:  813:
        -:  814:      //discard trashed card
    #####:  815:      for (i = 0; i < state->handCount[currentPlayer]; i++)
branch  0 never executed
branch  1 never executed
        -:  816:	{
    #####:  817:	  if (state->hand[currentPlayer][i] == j)
branch  0 never executed
branch  1 never executed
        -:  818:	    {
    #####:  819:	      discardCard(i, currentPlayer, state, 0);			
call    0 never executed
    #####:  820:	      break;
        -:  821:	    }
        -:  822:	}
        -:  823:			
    #####:  824:      return 0;
        -:  825:			
        -:  826:    case remodel:
    #####:  827:      j = state->hand[currentPlayer][choice1];  //store card we will trash
        -:  828:
    #####:  829:      if ( (getCost(state->hand[currentPlayer][choice1]) + 2) > getCost(choice2) )
call    0 never executed
call    1 never executed
branch  2 never executed
branch  3 never executed
        -:  830:	{
    #####:  831:	  return -1;
        -:  832:	}
        -:  833:
    #####:  834:      gainCard(choice2, state, 0, currentPlayer);
call    0 never executed
        -:  835:
        -:  836:      //discard card from hand
    #####:  837:      discardCard(handPos, currentPlayer, state, 0);
call    0 never executed
        -:  838:
        -:  839:      //discard trashed card
    #####:  840:      for (i = 0; i < state->handCount[currentPlayer]; i++)
branch  0 never executed
branch  1 never executed
        -:  841:	{
    #####:  842:	  if (state->hand[currentPlayer][i] == j)
branch  0 never executed
branch  1 never executed
        -:  843:	    {
    #####:  844:	      discardCard(i, currentPlayer, state, 0);			
call    0 never executed
    #####:  845:	      break;
        -:  846:	    }
        -:  847:	}
        -:  848:
        -:  849:
    #####:  850:      return 0;
        -:  851:/*		
        -:  852:    case smithy:
        -:  853:      //+3 Cards
        -:  854:      for (i = 0; i < 3; i++)
        -:  855:	{
        -:  856:	  drawCard(currentPlayer, state);
        -:  857:	}
        -:  858:			
        -:  859:      //discard card from hand
        -:  860:      discardCard(handPos, currentPlayer, state, 0);
        -:  861:      return 0;
        -:  862:*/		
        -:  863:/*
        -:  864:    case village:
        -:  865:      //+1 Card
        -:  866:      drawCard(currentPlayer, state);
        -:  867:			
        -:  868:      //+2 Actions
        -:  869:      state->numActions = state->numActions + 2;
        -:  870:			
        -:  871:      //discard played card from hand
        -:  872:      discardCard(handPos, currentPlayer, state, 0);
        -:  873:      return 0;
        -:  874:*/		
        -:  875:    case baron:
    #####:  876:      state->numBuys++;//Increase buys by 1!
    #####:  877:      if (choice1 > 0){//Boolean true or going to discard an estate
branch  0 never executed
branch  1 never executed
    #####:  878:	int p = 0;//Iterator for hand!
    #####:  879:	int card_not_discarded = 1;//Flag for discard set!
    #####:  880:	while(card_not_discarded){
branch  0 never executed
branch  1 never executed
    #####:  881:	  if (state->hand[currentPlayer][p] == estate){//Found an estate card!
branch  0 never executed
branch  1 never executed
    #####:  882:	    state->coins += 4;//Add 4 coins to the amount of coins
    #####:  883:	    state->discard[currentPlayer][state->discardCount[currentPlayer]] = state->hand[currentPlayer][p];
    #####:  884:	    state->discardCount[currentPlayer]++;
    #####:  885:	    for (;p < state->handCount[currentPlayer]; p++){
branch  0 never executed
branch  1 never executed
    #####:  886:	      state->hand[currentPlayer][p] = state->hand[currentPlayer][p+1];
        -:  887:	    }
    #####:  888:	    state->hand[currentPlayer][state->handCount[currentPlayer]] = -1;
    #####:  889:	    state->handCount[currentPlayer]--;
    #####:  890:	    card_not_discarded = 0;//Exit the loop
        -:  891:	  }
    #####:  892:	  else if (p > state->handCount[currentPlayer]){
branch  0 never executed
branch  1 never executed
        -:  893:	    if(DEBUG) {
        -:  894:	      printf("No estate cards in your hand, invalid choice\n");
        -:  895:	      printf("Must gain an estate if there are any\n");
        -:  896:	    }
    #####:  897:	    if (supplyCount(estate, state) > 0){
call    0 never executed
branch  1 never executed
branch  2 never executed
    #####:  898:	      gainCard(estate, state, 0, currentPlayer);
call    0 never executed
    #####:  899:	      state->supplyCount[estate]--;//Decrement estates
    #####:  900:	      if (supplyCount(estate, state) == 0){
call    0 never executed
branch  1 never executed
branch  2 never executed
    #####:  901:		isGameOver(state);
call    0 never executed
        -:  902:	      }
        -:  903:	    }
    #####:  904:	    card_not_discarded = 0;//Exit the loop
        -:  905:	  }
        -:  906:			    
        -:  907:	  else{
    #####:  908:	    p++;//Next card
        -:  909:	  }
        -:  910:	}
        -:  911:      }
        -:  912:			    
        -:  913:      else{
    #####:  914:	if (supplyCount(estate, state) > 0){
call    0 never executed
branch  1 never executed
branch  2 never executed
    #####:  915:	  gainCard(estate, state, 0, currentPlayer);//Gain an estate
call    0 never executed
    #####:  916:	  state->supplyCount[estate]--;//Decrement Estates
    #####:  917:	  if (supplyCount(estate, state) == 0){
call    0 never executed
branch  1 never executed
branch  2 never executed
    #####:  918:	    isGameOver(state);
call    0 never executed
        -:  919:	  }
        -:  920:	}
        -:  921:      }
        -:  922:	    
        -:  923:      
    #####:  924:      return 0;
        -:  925:		
        -:  926:    case great_hall:
        -:  927:      //+1 Card
    #####:  928:      drawCard(currentPlayer, state);
call    0 never executed
        -:  929:			
        -:  930:      //+1 Actions
    #####:  931:      state->numActions++;
        -:  932:			
        -:  933:      //discard card from hand
    #####:  934:      discardCard(handPos, currentPlayer, state, 0);
call    0 never executed
    #####:  935:      return 0;
        -:  936:		
        -:  937:    case minion:
        -:  938:      //+1 action
    #####:  939:      state->numActions++;
        -:  940:			
        -:  941:      //discard card from hand
    #####:  942:      discardCard(handPos, currentPlayer, state, 0);
call    0 never executed
        -:  943:			
    #####:  944:      if (choice1)		//+2 coins
branch  0 never executed
branch  1 never executed
        -:  945:	{
    #####:  946:	  state->coins = state->coins + 2;
        -:  947:	}
        -:  948:			
    #####:  949:      else if (choice2)		//discard hand, redraw 4, other players with 5+ cards discard hand and draw 4
branch  0 never executed
branch  1 never executed
        -:  950:	{
        -:  951:	  //discard hand
    #####:  952:	  while(numHandCards(state) > 0)
call    0 never executed
branch  1 never executed
branch  2 never executed
        -:  953:	    {
    #####:  954:	      discardCard(handPos, currentPlayer, state, 0);
call    0 never executed
        -:  955:	    }
        -:  956:				
        -:  957:	  //draw 4
    #####:  958:	  for (i = 0; i < 4; i++)
branch  0 never executed
branch  1 never executed
        -:  959:	    {
    #####:  960:	      drawCard(currentPlayer, state);
call    0 never executed
        -:  961:	    }
        -:  962:				
        -:  963:	  //other players discard hand and redraw if hand size > 4
    #####:  964:	  for (i = 0; i < state->numPlayers; i++)
branch  0 never executed
branch  1 never executed
        -:  965:	    {
    #####:  966:	      if (i != currentPlayer)
branch  0 never executed
branch  1 never executed
        -:  967:		{
    #####:  968:		  if ( state->handCount[i] > 4 )
branch  0 never executed
branch  1 never executed
        -:  969:		    {
        -:  970:		      //discard hand
    #####:  971:		      while( state->handCount[i] > 0 )
branch  0 never executed
branch  1 never executed
        -:  972:			{
    #####:  973:			  discardCard(handPos, i, state, 0);
call    0 never executed
        -:  974:			}
        -:  975:							
        -:  976:		      //draw 4
    #####:  977:		      for (j = 0; j < 4; j++)
branch  0 never executed
branch  1 never executed
        -:  978:			{
    #####:  979:			  drawCard(i, state);
call    0 never executed
        -:  980:			}
        -:  981:		    }
        -:  982:		}
        -:  983:	    }
        -:  984:				
        -:  985:	}
    #####:  986:      return 0;
        -:  987:/*		
        -:  988:    case steward:
        -:  989:      if (choice1 == 1)
        -:  990:	{
        -:  991:	  //+2 cards
        -:  992:	  drawCard(currentPlayer, state);
        -:  993:	  drawCard(currentPlayer, state);
        -:  994:	}
        -:  995:      else if (choice1 == 2)
        -:  996:	{
        -:  997:	  //+2 coins
        -:  998:	  state->coins = state->coins + 2;
        -:  999:	}
        -: 1000:      else
        -: 1001:	{
        -: 1002:	  //trash 2 cards in hand
        -: 1003:	  discardCard(choice2, currentPlayer, state, 1);
        -: 1004:	  discardCard(choice3, currentPlayer, state, 1);
        -: 1005:	}
        -: 1006:			
        -: 1007:      //discard card from hand
        -: 1008:      discardCard(handPos, currentPlayer, state, 0);
        -: 1009:      return 0;
        -: 1010:*/		
        -: 1011:    case tribute:
    #####: 1012:      if ((state->discardCount[nextPlayer] + state->deckCount[nextPlayer]) <= 1){
branch  0 never executed
branch  1 never executed
    #####: 1013:	if (state->deckCount[nextPlayer] > 0){
branch  0 never executed
branch  1 never executed
    #####: 1014:	  tributeRevealedCards[0] = state->deck[nextPlayer][state->deckCount[nextPlayer]-1];
    #####: 1015:	  state->deckCount[nextPlayer]--;
        -: 1016:	}
    #####: 1017:	else if (state->discardCount[nextPlayer] > 0){
branch  0 never executed
branch  1 never executed
    #####: 1018:	  tributeRevealedCards[0] = state->discard[nextPlayer][state->discardCount[nextPlayer]-1];
    #####: 1019:	  state->discardCount[nextPlayer]--;
        -: 1020:	}
        -: 1021:	else{
        -: 1022:	  //No Card to Reveal
        -: 1023:	  if (DEBUG){
        -: 1024:	    printf("No cards to reveal\n");
        -: 1025:	  }
        -: 1026:	}
        -: 1027:      }
        -: 1028:	    
        -: 1029:      else{
    #####: 1030:	if (state->deckCount[nextPlayer] == 0){
branch  0 never executed
branch  1 never executed
    #####: 1031:	  for (i = 0; i < state->discardCount[nextPlayer]; i++){
branch  0 never executed
branch  1 never executed
    #####: 1032:	    state->deck[nextPlayer][i] = state->discard[nextPlayer][i];//Move to deck
    #####: 1033:	    state->deckCount[nextPlayer]++;
    #####: 1034:	    state->discard[nextPlayer][i] = -1;
    #####: 1035:	    state->discardCount[nextPlayer]--;
        -: 1036:	  }
        -: 1037:			    
    #####: 1038:	  shuffle(nextPlayer,state);//Shuffle the deck
call    0 never executed
